#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
mrmusical;Mr. Mus-I-Cal;mame;;1978;Concept 2000;Calculator / Pocket Calculator;1;;keypad;good;0;;;;Non-arcade;18;;;;
mrtnt;Mr. TNT;mame;;1983;Techstar (Telko license);Maze / Outline;2;90;joystick (4-way),joystick (4-way);good;1;raster;;;2P alt;1;;;;
mrsdyna;Mrs. Dynamite;mame;;1982;Universal;Maze / Collect;2;270;joystick (4-way),joystick (4-way);good;1;raster;;;2P alt;1;;;;
ms0515;MS 0515;mame;;1990;Elektronika;Computer / Construction Kit;1;0;keyboard;good;1;raster;;;Non-arcade;106;;;;
ms6102;MS 6102.02;mame;;1984;Elektronika;Computer / Microcomputer;1;0;keyboard;preliminary;1;raster;;;Non-arcade;85;;;;
mspactwin;Ms Pac Man Twin (Argentina, set 1);mame;;1992;hack (Susilu);Maze / Collect;2;90;joystick (4-way),joystick (4-way);good;1;raster;;;2P sim;;;;;
ms4144;MS-4144;mame;;199?;MSI;Computer / Business - Terminal;1;0;mouse,keyboard;preliminary;1;raster;;;Non-arcade;3;;;;
mspacman;Ms. Pac-Man;mame;;1981;Midway / General Computer Corporation;Maze / Collect;2;90;joystick (4-way),joystick (4-way);good;1;raster;;;2P alt;;;;;
cmspacmn;Ms. Pac-Man (Coleco);mame;;1983;Coleco;Handheld / Electronic Game;2;0;joystick (8-way),joystick (8-way);good;1;svg;;;Non-arcade;;;;;
bfmpac;Ms. Pac-Man (mini arcade);mame;;2017;Basic Fun;Handheld / Electronic Game;1;0;joystick (8-way);preliminary;1;raster;;;Non-arcade;1;;;;
msimpac;Ms. Pac-Man (MSI Plug & Play);mame;;2016;MSI / Bandai Namco;Handheld / Plug n' Play TV Game / Maze;1;0;joystick (8-way);imperfect;1;raster;;;Non-arcade;2;;;;
jak_mpac;Ms. Pac-Man Collection 5-in-1 (JAKKS Pacific TV Game, Game-Key Ready) (07 FEB 2005 A SKU F);mame;;2005;JAKKS Pacific Inc / Namco / HotGen Ltd;Handheld / Plug n' Play TV Game / Multi-Games;1;0;joystick (8-way),joystick (analog);imperfect;1;raster;;;Non-arcade;3;;;;
jak_mpacw;Ms. Pac-Man Collection 7-in-1 (JAKKS Pacific TV Game) (wireless, 18 AUG 2004 A);mame;;2004;JAKKS Pacific Inc / Namco / HotGen Ltd;Handheld / Plug n' Play TV Game / Multi-Games;1;0;joystick (8-way),joystick (analog);imperfect;1;raster;;;Non-arcade;3;;;;
20pacgal;Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion (V1.08);mame;;2000;Namco / Cosmodog;MultiGame / Compilation;2;90;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P alt;1;;;;
shutms11;MS11 PC (SiS630 chipset);mame;;2000;Shuttle;Computer / Business - Terminal;3;0;joystick (analog),keyboard,joystick (analog),mouse;preliminary;1;raster;;;Non-arcade;2;;;;
ms68k;MS68K;mame;;1981;Marion Systems;Computer / Single Board;1;0;keyboard;good;1;raster;;;Non-arcade;74;;;;
ms9540;ms9540;mame;;198?;Millennium Systems;Computer / Development System;1;0;keyboard;preliminary;1;raster;;;Non-arcade;73;;;;
msaiche;msaiche;mame;;;;Redemption Game / Reaction;;;;;;;;;;;;;;
msbc1;MSBC-1;mame;;1985;Omnibyte;Computer / Single Board;0;;;preliminary;0;;;;Non-arcade;;;;;
mt80s;MT 80s Music Player;mame;;1995;Roland;Music Player / Player;0;;;preliminary;0;;;;Non-arcade;;;;;
mt100;MT-100;mame;;1988;Roland;Musical Instrument / Digital Sequencer;1;0;dial;preliminary;1;lcd;;;Non-arcade;;;;;
mt32;MT-32;mame;;1987;Roland;Musical Instrument / Synthesizer;1;0;dial;preliminary;1;lcd;;;Non-arcade;;;;;
mt2090;mt2090;mame;;;;;;;;;;;;;;;;;;
mt735;MT735;mame;;1990;Mannesmann Tally;Printer / Thermal Printer;0;;;preliminary;0;;;;Non-arcade;;;;;
mtclssic;mtclssic;mame;;;;;;;;;;;;;;;;;;
mtonic;mtonic;mame;;;;Redemption Game / Reaction;;;;;;;;;;;;;;
mtrio;mtrio;mame;;;;Slot Machine / Reels;;;;;;;;;;;;;;
mtu130;MTU-130;mame;;1981;Micro Technology Unlimited;Computer / Microcomputer;1;0;lightgun,keyboard;imperfect;1;raster;;;Non-arcade;1;;;;
rocktrv2;MTV Rock-N-Roll Trivia (Part 2);mame;;1986;Triumph Software Inc.;Quiz / Questions in English;2;90;joystick (4-way),joystick (4-way);good;1;raster;;;2P sim;;;;;
mtx512;MTX 512;mame;;1983;Memotech Ltd;Computer / Home System;2;0;joystick (8-way),keyboard,joystick (8-way);good;1;raster;;;Non-arcade;1;;;;
mu5;MU-5;mame;;1994;Yamaha;Musical Instrument Accessory / Sound Module;1;0;;preliminary;1;svg;;;Non-arcade;;;;;
mu10;MU10;mame;;1994;Yamaha;Musical Instrument Accessory / Sound Module;1;;;good;0;;;;Non-arcade;;;;;
mu100;MU100;mame;;1997;Yamaha;Musical Instrument Accessory / Sound Module;1;0;;preliminary;1;svg;;;Non-arcade;;;;;
mu128;MU128;mame;;1998;Yamaha;Musical Instrument Accessory / Sound Module;1;0;;preliminary;1;svg;;;Non-arcade;;;;;
mu15;MU15;mame;;1998;Yamaha;Musical Instrument Accessory / Sound Module;1;0;;preliminary;1;svg;;;Non-arcade;;;;;
mu50;MU50;mame;;1995;Yamaha;Musical Instrument Accessory / Sound Module;1;0;;good;1;svg;;;Non-arcade;;;;;
mu500;MU500;mame;;2000;Yamaha;Musical Instrument Accessory / Sound Module;1;0;;preliminary;1;svg;;;Non-arcade;;;;;
mu80;MU80;mame;;1994;Yamaha;Musical Instrument Accessory / Sound Module;1;0;;preliminary;1;svg;;;Non-arcade;;;;;
mu90;MU90;mame;;1996;Yamaha;Musical Instrument Accessory / Sound Module;1;0;;preliminary;1;svg;;;Non-arcade;;;;;
mmpork;Muchi Muchi Pork! (Japan, 2007/ 4/17 MASTER VER.);mame;;2007;Cave (AMI license);Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;4;;;;
mueve;Mueve;mame;;199?;Gaelco / Cresmatic;Driving / Kiddie Ride;1;;only_buttons;preliminary;0;;;;???;6;;;;
mugsmash;Mug Smashers;mame;;1990?;Electronic Devices Italy / 3D Games England;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
semibase;MuHanSeungBu (SemiCom Baseball) (Korea);mame;;1997;SemiCom / DMD;Sports / Baseball;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;3;;;;
multi16;MULTI 16-II MP-1645;mame;;1984;Mitsubishi;Computer / Home System;0;0;;preliminary;1;raster;;;Non-arcade;;;;;
nmg5;Multi 5 / New Multi Game 5 (set 1);mame;;1998;Yun Sung;MultiGame / Compilation * Mature *;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
multi8;Multi 8 (Mitsubishi);mame;;1983;Mitsubishi;Computer / Home System;1;0;keyboard;preliminary;1;raster;;;Non-arcade;58;;;;
multibaby;Multi Baby;mame;;1990;Oper Coin;Slot Machine / Reels;1;;;preliminary;0;;;;???;;;;;
ec_multb;Multi Bar (Concept Games Ltd) (?);mame;;19??;Concept Games Ltd;Slot Machine / Reels;1;;;preliminary;0;;;;???;;;;;
multchmp;Multi Champ (World, ver. 9.6);mame;;1999;ESD;Multiplay / Mini-Games;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
mchampdx;Multi Champ Deluxe (ver. 0106, 06/01/2000);mame;;2000;ESD;Multiplay / Mini-Games * Mature *;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
mfish_13;Multi Fish (040316);mame;;2002;Igrosoft;Slot Machine / Video Slot;1;0;gambling;good;1;raster;;;1P;12;;;;
igtmg133;Multi Game (IGT, M0000133);mame;;1997;IGT;MultiGame / Misc.;1;0;keyboard;preliminary;2;raster;;;???;73;;;;
igtmg156;Multi Game (IGT, M0000156);mame;;1997;IGT;MultiGame / Misc.;1;0;keyboard;preliminary;2;raster;;;???;73;;;;
igtmg159;Multi Game (IGT, M0000159);mame;;1997;IGT;MultiGame / Misc.;1;0;keyboard;preliminary;2;raster;;;???;73;;;;
igtmg164;Multi Game (IGT, M0000164);mame;;1997;IGT;MultiGame / Misc.;1;0;keyboard;preliminary;2;raster;;;???;73;;;;
igtmg166;Multi Game (IGT, M0000166);mame;;1997;IGT;MultiGame / Misc.;1;0;keyboard;preliminary;2;raster;;;???;73;;;;
igtmg214;Multi Game (IGT, M0000214);mame;;1998;IGT;MultiGame / Misc.;1;0;keyboard;preliminary;2;raster;;;???;73;;;;
igtmg247;Multi Game (IGT, M0000247);mame;;1999;IGT;MultiGame / Misc.;1;0;keyboard;preliminary;2;raster;;;???;73;;;;
igtmg394;Multi Game (IGT, M0000394);mame;;2000;IGT;MultiGame / Misc.;1;0;keyboard;preliminary;2;raster;;;???;73;;;;
igtmg535;Multi Game (IGT, M0000535);mame;;2001;IGT;MultiGame / Misc.;1;0;keyboard;preliminary;2;raster;;;???;73;;;;
gambl186;Multi Game (Italian, Versione 4.0.3 - 1.5.7, 05-FEV-99(397)) (V398?);mame;;1997;EGD;Gambling / Misc.;1;0;joystick (4-way),gambling;preliminary;1;raster;;;???;5;;;;
multigam;Multi Game (set 1);mame;;1992;<unknown>;MultiGame / Compilation;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
multigmt;Multi Game (Tung Sheng Electronics);mame;;1992;Tung Sheng Electronics;MultiGame / Compilation;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;1P;3;;;;
multigm2;Multi Game 2;mame;;1992;Seo Jin;MultiGame / Compilation;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;1P;3;;;;
mgtmg9;Multi Game 9 (ver 9.04 Eng);mame;;200?;Paula;Gambling / Misc.;1;0;;preliminary;1;raster;;;;;;;;
am_mg24;Multi Game I (V.Ger 2.4);mame;;2000;Amatic Trading GmbH;MultiGame / Compilation;1;0;gambling;preliminary;1;raster;;;???;7;;;;
am_mg24a;Multi Game I (V.Stm 2.7);mame;;2000;Amatic Trading GmbH;MultiGame / Compilation;1;0;gambling;preliminary;1;raster;;;???;7;;;;
multigm3;Multi Game III;mame;;1992;Seo Jin;MultiGame / Compilation;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;1P;3;;;;
am_mg35i;Multi Game III (S.Ita 3.5);mame;;2000;Amatic Trading GmbH;MultiGame / Compilation;1;0;gambling;preliminary;1;raster;;;???;7;;;;
am_mg3g;Multi Game III (V.Ger 3.5);mame;;2000;Amatic Trading GmbH;MultiGame / Compilation;1;0;gambling;preliminary;1;raster;;;;7;;;;
am_mg3ga;Multi Game III (V.Ger 3.64);mame;;2000;Amatic Trading GmbH;MultiGame / Compilation;1;0;gambling;preliminary;1;raster;;;;7;;;;
am_mg3;Multi Game III (V.Int 3.63);mame;;2000;Amatic Trading GmbH;MultiGame / Compilation;1;0;gambling;preliminary;1;raster;;;???;7;;;;
am_mg4sk;Multi Game IV (AMGSK_VA3.85);mame;;2003;Amatic Trading GmbH;Misc. / Multiplay;1;0;gambling;preliminary;1;raster;;;???;7;;;;
am_mg4v;Multi Game IV (V.Ger 3.44);mame;;2000;Amatic Trading GmbH;Misc. / Multiplay;1;0;gambling;preliminary;1;raster;;;???;7;;;;
bandgpad;Multi Game Player Gamepad;mame;;1997;Bandai;Game Console / Home Videogame;1;0;joystick (8-way);preliminary;1;raster;;;Non-arcade;2;;;;
am_mg5hu;Multi Game V (AMGHU_VB3.65);mame;;2001;Amatic Trading GmbH;Misc. / Multiplay;1;0;gambling;preliminary;1;raster;;;???;7;;;;
multgmxl;Multi GAME XL;mame;;2006?;Extrema;Slot Machine / Video Slot;1;0;;preliminary;1;raster;;;???;;;;;
multmult;Multi Multi;mame;;1995;ADP;Slot Machine / Reels;1;;gambling;preliminary;0;;;;mechanical;4;;;;
mltpoints;Multi Points (V1.0, CAA);mame;;2006;Unidesa/Cirsa;Slot Machine / Reels;1;;;preliminary;0;;;;???;;;;;
multspin;Multi Spin (v1.0);mame;;1996;Excellent System;Gambling / Misc.;1;0;gambling;preliminary;1;raster;;;;9;;;;
j2multwn;Multi Win (JPM) (MPS);mame;;198?;JPM;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
multiwin;Multi Win (Ver.0167, encrypted);mame;;1992;Fun World;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;8;;;;
ma6710;Multi-Action 6710-13;mame;;1989;Merit;MultiGame / Gambling Board;1;0;gambling;preliminary;1;raster;;;???;12;;;;
ma6710a;Multi-Action 6710-21;mame;;1991;Merit;MultiGame / Gambling Board;1;0;gambling;preliminary;1;raster;;;???;12;;;;
ma6711;Multi-Action 6711-14-R0A;mame;;1992;Merit;Gambling / Cards;1;0;gambling;preliminary;1;raster;;;1P;13;;;;
ma7551t;Multi-Action 7551-20-R3T;mame;;199?;Merit;MultiGame / Gambling Board;1;0;gambling;preliminary;1;raster;;;???;12;;;;
ma7551p;Multi-Action 7551-21-R2P;mame;;199?;Merit;MultiGame / Gambling Board;1;0;gambling;preliminary;1;raster;;;???;12;;;;
ma7556;Multi-Action 7556-00-R2;mame;;199?;Merit;MultiGame / Gambling Board;1;0;gambling;preliminary;1;raster;;;???;12;;;;
ma7558r0;Multi-Action 7558-01-R0;mame;;199?;Merit;MultiGame / Gambling Board;1;0;gambling;preliminary;1;raster;;;???;12;;;;
ma7558r4;Multi-Action 7558-01-R4;mame;;199?;Merit;Gambling / Cards;1;0;gambling;preliminary;1;raster;;;???;12;;;;
ma8340;Multi-Action 8340-01-R1;mame;;199?;Merit;Gambling / Cards;1;0;gambling;preliminary;1;raster;;;???;12;;;;
ma8350;Multi-Action 8350-00-R1;mame;;199?;Merit;MultiGame / Gambling Board;1;0;gambling;preliminary;1;raster;;;???;12;;;;
ma9800;Multi-Action 9800-20-R0;mame;;1992;Merit;Gambling / Cards;1;0;gambling;preliminary;1;raster;;;1P;12;;;;
loewe715;Multicom 715L;mame;;1988;Loewe;Computer / Business - Terminal;0;;;preliminary;0;;;;Non-arcade;;;;;
multidrw;Multidraw - Free Games (0200956V, NSW/ACT);mame;;2000;Aristocrat;Slot Machine / Video Slot;1;0;keypad,gambling;preliminary;1;raster;aristmk5;;???;14;;;;
multif2;multif2;mame;;;;;;;;;;;;;;;;;;
multiped;Multipede (Centipede/Millipede multigame kit);mame;;2002;hack (Braze Technologies);MultiGame / Compilation;2;270;joystick (8-way),trackball,joystick (8-way),trackball;good;1;raster;;;2P alt;1;;;;
m4multcl;Multiplay Club (Barcrest) (MPU4, MP 2.8);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
multiplt;multiplt;mame;;;;Handheld / Electronic Game;;;;;;;;;;;;;;
ms14;Multistar 14;mame;;1997;IGT;Gambling / Misc.;1;0;keyboard;preliminary;2;raster;;;???;73;;;;
ms3;Multistar 3;mame;;1998;IGT;Slot Machine / Video Slot;1;0;keyboard;preliminary;2;raster;;;???;73;;;;
ms5;Multistar 5;mame;;1998;IGT;Gambling / Misc.;1;0;keyboard;preliminary;2;raster;;;???;73;;;;
ms72c;Multistar 7 2c;mame;;2000;IGT;Slot Machine / Video Slot;1;0;keyboard;preliminary;2;raster;;;???;73;;;;
ibm5550;Multistation 5550;mame;;1983;International Business Machines;Computer / Business - Terminal;0;0;;preliminary;1;raster;;;Non-arcade;;;;;
loewed;Multitel D;mame;;1992;Loewe;Computer / Business - Terminal;0;;;preliminary;0;;;;Non-arcade;;;;;
feap90;Multitel Fe Ap 90-1.1;mame;;1989;Siemens;Computer / Business - Terminal;0;;;preliminary;0;;;;Non-arcade;;;;;
multivision;multivision;mame;;;;Computer / Workstation - Server;;;;;;;;;;;;;;
m4multwy;Multiway (Barcrest) (Dutch) (MPU4) (DMU 1.7);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
multprim;multprim;mame;;;;Slot Machine / Reels;;;;;;;;;;;;;;
multstar;multstar;mame;;;;Slot Machine / Reels;;;;;;;;;;;;;;
multy;Multy;mame;;1987;Deta;Slot Machine / Video Slot;1;;;preliminary;0;;;;???;;;;;
ep_mummy;Mummy Talks (Impulse) (EPOCH) (set 1);mame;;199?;Impulse;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
mundial;Mundial 90;mame;;1990;Inder;Electromechanical / Pinball;1;;keypad;preliminary;0;;;;Pinball;36;;;;
pokermon;Mundial/Mondial (Italian/French);mame;;1987;<unknown>;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;14;;;;
murogem;Muroge Monaco (set 1);mame;;198?;<unknown>;Gambling / Cards;1;0;gambling;preliminary;1;raster;;;1P;8;;;;
chocomk;Musapey's Choco Marker (Rev A) (GDL-0014A);mame;;2002;Ecole Software;Puzzle / Match;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;;2P sim;6;;;;
mbombrd;Muscle Bomber Duo: Ultimate Team Battle (World 931206);mame;;1993;Capcom;Sports / Wrestling;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;4P sim;3;;;;
musclem;Muscle Master;mame;;1997;Inter Geo;Arcade / Strength Tester * Mature *;1;0;only_buttons;good;1;raster;;;1P;5;;;;
musclhit;Muscle Ranking Kinniku Banzuke Spray Hitter;mame;;2000;Konami / TBS;Sports / Baseball;1;0;only_buttons;imperfect;1;raster;;;1P;1;;;;
mushisam;Mushihime-Sama (Japan, 2004/10/12.MASTER VER.);mame;;2004;Cave (AMI license);Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;4;;;;
futaribl;Mushihime-Sama Futari Black Label - Another Ver (World, 2009/11/27 INTERNATIONAL BL);mame;;2007;Cave (AMI license);Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;4;;;;
futari15;Mushihime-Sama Futari Ver 1.5 (Japan, 2006/12/8.MASTER VER. 1.54.);mame;;2006;Cave (AMI license);Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;4;;;;
mushike;Mushiking The King Of Beetle (2K3 2ND Ver. 1.003-, World);mame;;2004;Sega;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;;2P sim;6;;;;
mushik2e;Mushiking The King Of Beetles - Mushiking II / III / III+ (Ver. 2.001) (World);mame;;2005;Sega;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;;2P sim;6;;;;
mushik4e;Mushiking The King Of Beetles - Mushiking IV / V / VI (World);mame;;2007;Sega;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;;2P sim;6;;;;
mushi2k3;Mushiking The King Of Beetles 2003 Second (Japan);mame;;2003;Sega;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;;???;6;;;;
mushi2k4;Mushiking The King Of Beetles 2004 Second (Japan);mame;;2004;Sega;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;;2P sim;6;;;;
mushi2k5;Mushiking The King Of Beetles 2005 First (Japan);mame;;2005;Sega;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;;2P sim;6;;;;
mushi2k61;Mushiking The King Of Beetles 2006 First (Japan);mame;;2006;Sega;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;;2P sim;6;;;;
mushi2k62;Mushiking The King Of Beetles 2006 Second (Japan);mame;;2006;Sega;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;;2P sim;6;;;;
mushmagi;Mushroom Magic (Russia) (Atronic);mame;;2002;Atronic;Slot Machine / Video Slot;0;0;;preliminary;1;raster;;;???;;;;;
musicbal;Music Ball;mame;;1988;Tecfri / Desystem S.A.;Arcade / Pinball;2;270;only_buttons,only_buttons;good;1;raster;;;2P alt;4;;;;
musicsrt;Music Sort (ver. 2.02);mame;;1995;ABM Games;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;8;;;;
mmarvin;Musical Marvin;mame;;1980;Entex;Handheld / Electronic Game;1;;keypad;imperfect;0;;;;Non-arcade;10;;;;
musobana;Musoubana (Japan);mame;;1995;Nichibutsu / Yubis;Tabletop / Hanafuda * Mature *;2;0;mahjong,mahjong;good;1;raster;;;1P;26;;;;
shoottv;Must Shoot TV (prototype);mame;;199?;Incredible Technologies;Shooter / Gun;2;0;lightgun,lightgun;good;1;raster;;;2P sim;1;;;;
mustache;Mustache Boy (Japan);mame;;1987;Seibu Kaihatsu (March license);Maze / Escape;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
mutantf;Mutant Fighter (World ver EM-5);mame;;1991;Data East Corporation;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;2;;;;
mnight;Mutant Night;mame;;1987;UPL;Shooter / Misc.;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
mutnat;Mutation Nation (NGM-014 ~ NGH-014);mame;;1992;SNK;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
mvme162;MVME-162;mame;;1993;Motorola;Computer / Single Board;1;0;keyboard;preliminary;1;raster;;;Non-arcade;73;;;;
mvp;MVP (set 2, US) (FD1094 317-0143);mame;;1989;Sega;Sports / Baseball;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
mvstemp;MVS-TEMP 'SubSystem Ver1.4' (Nazca development board);mame;;1995?;Nazca;Utilities / Arcade System;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;neogeo;;???;4;;;;
ttv_mx;MX Dirt Rebel;mame;;2005;Tiger / SSD Company LTD;Game Console / Home Videogame;1;0;joystick (8-way);imperfect;1;raster;;;Non-arcade;3;;;;
mx15;MX-15 (MSX1, International);mame;;1986;Casio;;2;0;joystick (8-way),keyboard,joystick (8-way);good;1;raster;;;Non-arcade;2;;;;
mx5000;MX5000;mame;;1987;Konami;Shooter / Flying Vertical;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
mx64;MX64 (MSX1, France);mame;;1985;Yeno;Computer / Home System;2;0;joystick (8-way),keyboard,joystick (8-way);good;1;raster;;;Non-arcade;2;;;;
myaasa;My Arcade All Star Arena - Pocket Player (307-in-1);mame;;201?;dreamGEAR;Handheld / Home Videogame Console;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;Non-arcade;2;;;;
myaass;My Arcade All Star Stadium - Pocket Player (307-in-1);mame;;201?;dreamGEAR;Handheld / Home Videogame Console;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;Non-arcade;2;;;;
myaatari;My Arcade Atari (DGUNL-7013, Micro Player Pro);mame;;2021;dreamGEAR;Handheld / Electronic Game;0;0;;preliminary;1;raster;;;;;;;;
myarccn;My Arcade Caveman Ninja;mame;;201?;dreamGEAR;Game Console / Home Videogame;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;Non-arcade;2;;;;
dgunl3201;My Arcade Data East Classics - Pixel Classic (308-in-1) (DGUNL-3201);mame;;201?;dreamGEAR;Game Console / Multi-Games;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;Non-arcade;2;;;;
dgunl3202;My Arcade Data East Classics - Pixel Player (308-in-1) (DGUNL-3202);mame;;201?;dreamGEAR;Game Console / Multi-Games;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;Non-arcade;2;;;;
mygalag;My Arcade Galaga (DGUNL-4195, Micro Player Pro);mame;;2021;dreamGEAR;Handheld / Electronic Game;1;270;joystick (8-way);preliminary;1;raster;;;;2;;;;
dgun2953;My Arcade Gamer Mini 160-in-1 (DGUN-2953);mame;;201?;dreamGEAR;Game Console / Home Videogame;1;0;joystick (8-way);imperfect;1;lcd;;;Non-arcade;3;;;;
dgun2573;My Arcade Gamer V Portable Gaming System (DGUN-2573) (set 1, newer);mame;;2015;dreamGEAR;Handheld / Home Videogame Console;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;Non-arcade;2;;;;
myac220;My Arcade Go Gamer Portable (Family Sport 220-in-1);mame;;201?;dreamGEAR / Senca;Game Console / Home Videogame;1;0;joystick (8-way);preliminary;1;raster;;;Non-arcade;3;;;;
mymman;My Arcade Mega Man (DGUNL-7011, Pico Player);mame;;201?;dreamGEAR;Handheld / Electronic Game;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;2;;;;
mympac;My Arcade Ms. Pac-Man (DGUNL-7010, Pocket Player Pro);mame;;2021;dreamGEAR;Handheld / Electronic Game;1;270;joystick (8-way);preliminary;1;raster;;;Non-arcade;2;;;;
mypac;My Arcade Pac-Man (DGUNL-4198, Pocket Player Pro);mame;;2021;dreamGEAR;Handheld / Electronic Game;1;270;joystick (8-way);preliminary;1;raster;;;Non-arcade;2;;;;
dgunl3227;My Arcade Pac-Man Pocket Player (DGUNL-3227);mame;;2018;dreamGEAR;Game Console / Multi-Games;1;0;joystick (8-way);good;1;raster;;;Non-arcade;3;;;;
dgun2959;My Arcade Plug And Play 220 Game Retro Controller (DGUN-2959);mame;;201?;dreamGEAR;Game Console / Home Videogame;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;Non-arcade;2;;;;
dgun2561;My Arcade Portable Gaming System with 140 Games (DGUN-2561);mame;;2012;dreamGEAR;Game Console / Home Videogame;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;Non-arcade;2;;;;
dgun2593;My Arcade Retro Arcade Machine - 300 Handheld Video Games (DGUN-2593);mame;;2016;dreamGEAR;Game Console / Home Videogame;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;Non-arcade;2;;;;
dgun2869;My Arcade Retro Micro Controller - 220 Built-In Video Games (DGUN-2869);mame;;201?;dreamGEAR;Game Console / Home Videogame;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;Non-arcade;2;;;;
